CA,STATION,TIME,ENTRIES,EXITS,DELTA_ENTRY,DELTA_EXIT,TOTAL_DELTA
N509,23 ST,10:28:34,21557990.0,15655114.0,863.0,1077.0,1940.0
R227,23 ST,10:29:41,958703371.0,908281839.0,1009.0,312.0,1321.0
N076,23 ST,10:37:44,27947800.0,14964301.0,145.0,182.0,327.0
R226,23 ST,10:51:39,2067406915.0,1739339122.0,5.0,0.0,5.0
R226,23 ST,10:53:00,2067406920.0,1739339122.0,6.0,46.0,52.0
R226,23 ST,10:54:19,2067406926.0,1739339168.0,13.0,2.0,15.0
R131,23 ST,10:54:34,17893568.0,7151016.0,570.0,353.0,923.0
R226,23 ST,10:55:39,2067406939.0,1739339170.0,9.0,0.0,9.0
R226,23 ST,10:56:59,2067406948.0,1739339170.0,10.0,0.0,10.0
R226,23 ST,10:59:00,2067406958.0,1739339170.0,9.0,0.0,9.0
N509,23 ST,11:00:00,23538833.7,16776119.766666668,2748.9333333333334,2046.4,4795.333333333333
A030,23 ST,11:00:00,129908211.86666666,20112825.233333334,2775.0666666666666,1357.3,4132.366666666667
N075,23 ST,11:00:00,163938885.33333334,456483910.8666667,800.0666666666667,266.3,1066.3666666666666
A031,23 ST,11:00:00,20504214.933333334,16716035.333333334,1711.7333333333333,1311.7,3023.4333333333334
N077,23 ST,11:00:00,13934239.4,26520292.9,927.8666666666667,1437.5666666666666,2365.4333333333334
N508,23 ST,11:00:00,3082825083.633333,3241545923.866667,1293.8333333333333,2814.6,4108.433333333333
N076,23 ST,11:00:00,32088828.433333334,17189390.566666666,2242.5666666666666,1404.8666666666666,3647.4333333333334
R226,23 ST,11:00:20,2067406967.0,1739339170.0,8.0,87.0,95.0
R226,23 ST,11:01:40,2067406975.0,1739339257.0,10.0,19.0,29.0
R226,23 ST,11:03:00,2067406985.0,1739339276.0,994.0,1227.0,2221.0
R226A,23 ST,11:04:20,35993412.0,20504015.0,3.0,0.0,3.0
R226A,23 ST,11:05:40,35993415.0,20504015.0,0.0,1.0,1.0
R226A,23 ST,11:07:01,35993415.0,20504016.0,187.0,296.0,483.0
