CA,STATION,TIME,ENTRIES,EXITS,DELTA_ENTRY,DELTA_EXIT,TOTAL_DELTA
N508,23 ST,07:00:00,3082817871.6,3241529226.6666665,193.33333333333334,1059.7333333333333,1253.0666666666666
N077,23 ST,07:00:00,13927295.266666668,26509751.4,307.46666666666664,963.3333333333334,1270.8
A030,23 ST,07:00:00,129890697.66666667,20102399.733333334,532.8666666666667,877.2666666666667,1410.1333333333334
N075,23 ST,07:00:00,163933210.8,456482300.6666667,270.8666666666667,156.26666666666668,427.1333333333333
N076,23 ST,07:58:11,28869026.0,15467680.0,9.0,3.0,12.0
N509,23 ST,08:00:00,24252345.43283582,17227216.43283582,400.25373134328356,642.2388059701492,1042.4925373134329
A031,23 ST,08:00:00,20888869.67164179,16987001.32835821,577.4179104477612,860.1641791044776,1437.5820895522388
N508,23 ST,08:00:00,3083208944.1791043,3242196072.358209,281.04477611940297,1037.3283582089553,1318.3731343283582
R227,23 ST,08:00:00,960807701.1333333,908686656.0,406.26666666666665,243.33333333333334,649.6
R226A,23 ST,08:00:00,36517972.46666667,21265849.4,99.13333333333334,241.2,340.3333333333333
N076,23 ST,08:00:00,32752415.298507463,17550950.820895523,905.5970149253732,825.1940298507462,1730.7910447761194
R131,23 ST,08:00:00,21103958.4,8332518.333333333,588.6666666666666,416.2,1004.8666666666667
N077,23 ST,08:00:00,14189216.776119404,26789995.46268657,461.43283582089555,1147.9253731343283,1609.358208955224
A030,23 ST,08:00:00,130560458.70149253,20389461.95522388,811.4029850746268,1001.0895522388059,1812.4925373134329
R226,23 ST,08:00:00,2071027742.0666666,1732545069.8666666,359.46666666666664,1008.7333333333333,1368.2
R227A,23 ST,08:00:00,15551893.6,9000241.733333332,269.6,341.3333333333333,610.9333333333333
R132,23 ST,08:00:00,20989772.2,41367621.2,349.73333333333335,1153.0666666666666,1502.8
N075,23 ST,08:00:00,156494714.4477612,548837269.0597014,322.86567164179104,168.49253731343285,491.35820895522386
R227,23 ST,09:00:00,961198271.1044776,908770308.8208956,519.2388059701492,142.5820895522388,661.820895522388
R226A,23 ST,09:00:00,36616532.41791045,21402102.492537312,154.44776119402985,386.86567164179104,541.3134328358209
R226,23 ST,09:00:00,2086201676.9701493,1732770730.477612,636.820895522388,1139.4626865671642,1776.2835820895523
R132,23 ST,09:00:00,21209404.89552239,41785737.59701493,428.64179104477614,1210.5074626865671,1639.1492537313434
R227A,23 ST,09:00:00,15849728.462686567,9184652.358208954,352.97014925373134,323.23880597014926,676.2089552238806
R131,23 ST,09:00:00,20001390.268656716,7969790.179104477,950.5074626865671,494.910447761194,1445.4179104477612
N509,23 ST,11:00:00,23521689.6,16762270.933333334,1121.6666666666667,1220.4666666666667,2342.133333333333
A031,23 ST,11:00:00,20493597.133333333,16705940.4,1569.7333333333333,1158.3333333333333,2728.0666666666666
N075,23 ST,11:00:00,163933481.66666666,456482456.93333334,540.6,220.2,760.8
N076,23 ST,11:00:00,32073226.533333335,17179770.333333332,1916.0666666666666,1344.2,3260.266666666667
N077,23 ST,11:00:00,13927602.733333332,26510714.733333334,933.2666666666667,1629.8666666666666,2563.133333333333
N508,23 ST,11:00:00,2960502976.5333333,3112002853.4,790.0666666666667,1341.2666666666667,2131.3333333333335
A030,23 ST,11:00:00,129891230.53333333,20103277.0,2038.3333333333333,1224.7333333333333,3263.0666666666666
R226,23 ST,12:00:00,2071028101.5333333,1732546078.6,826.9333333333333,943.6,1770.5333333333333
R226A,23 ST,12:00:00,36518071.6,21266090.6,204.66666666666666,357.2,561.8666666666667
A031,23 ST,12:00:00,20856888.52238806,17000969.46268657,1604.1940298507463,1069.8358208955224,2674.0298507462685
N075,23 ST,12:00:00,156495037.31343284,548837437.5522388,506.2089552238806,204.62686567164178,710.8358208955224
R227,23 ST,12:00:00,960808107.4,908686899.3333334,962.4666666666667,204.0,1166.4666666666667
N076,23 ST,12:00:00,32753320.89552239,17551776.01492537,1963.1641791044776,1202.1044776119404,3165.268656716418
N077,23 ST,12:00:00,14189678.208955225,26791143.3880597,1018.7313432835821,1612.313432835821,2631.044776119403
A030,23 ST,12:00:00,130621793.89552239,20417374.820895523,2462.805970149254,1244.5074626865671,3707.313432835821
